Estado civil,Modo de inscrição,Ordem de prioridade de escolha,Curso,Turno,Qualificação anterior,Qualificação anterior (Nota),Nacionalidade,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Nota de admissão,Deslocado,Necessidade de educação especial,Devedor,Pagamento em dia,Gênero,Bolsista,Idade na inscrição,Internacional,Unidades curriculares 1º semestre (creditadas),Unidades curriculares 1º semestre (inscritos),Unidades curriculares 1º semestre (avaliações),Unidades curriculares 1º semestre (aprovado),Unidades curriculares 1º semestre (nota),Unidades curriculares 1º semestre (sem avaliações),Unidades curriculares 2º semestre (creditadas),Unidades curriculares 2º semestre (inscritos),Unidades curriculares 2º semestre (avaliações),Unidades curriculares 2º semestre (aprovado),Unidades curriculares 2º semestre (nota),Unidades curriculares 2º semestre (sem avaliações),taxa de desemprego,Taxa de inflação,GDP,Target
Solteiro,Titulares de diploma de especialização tecnológica,1,Medicina Veterinária,Diurno,Curso de especialização tecnológica,140.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Pessoal Administrativo,Técnicos e Profissões de Nível Intermediário,140.0,sim,Não,não,sim,Feminino,sim,20,não,2,6,11,6,11.833333333333334,0,1,6,17,5,11.857142857142858,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,3,Design de Comunicação,Diurno,Ensino médio,150.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,131.5,sim,Não,não,sim,Feminino,não,20,não,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,6,Educação básica (pedagogia),Diurno,Ensino médio,140.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",137.6,sim,Não,não,sim,Feminino,não,18,não,0,6,7,6,11.666666666666666,0,0,6,7,6,12.333333333333334,0,10.8,1.4,1.74,Desistente
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,141.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,142.8,sim,Não,não,sim,Feminino,não,18,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduado
Divorciado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,150.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,146.2,não,Não,não,sim,Feminino,não,30,não,0,5,11,3,10.333333333333334,0,0,5,10,4,12.8,0,12.4,0.5,1.79,Matriculado
Solteiro,1ª fase - Entrada geral,2,Medicina Veterinária,Diurno,Ensino médio,160.0,Portugal,Ensino Superior - Mestrado,Ensino Básico 3º Ciclo,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",162.1,sim,Não,não,sim,Feminino,não,18,não,0,5,8,5,16.166666666666668,2,0,5,9,5,14.285714285714286,1,9.4,-0.8,-3.12,Graduado
Solteiro,Maiores de 23 anos,1,Medicina Veterinária,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,140.0,não,Não,não,sim,Feminino,não,35,não,0,6,11,3,12.666666666666666,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Desistente
Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,133.1,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,120.0,não,Não,sim,não,Feminino,não,31,não,0,6,14,2,10.5,0,0,6,6,3,12.333333333333334,0,11.1,0.6,2.02,Desistente
Solteiro,Mudança de curso,1,Turismo,Diurno,Ensino médio,134.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,133.3,sim,Não,sim,sim,Feminino,não,19,não,0,6,13,2,11.5,0,0,6,13,1,11.0,0,7.6,2.6,0.32,Desistente
Solteiro,1ª fase - Entrada geral,4,Serviço Social,Diurno,Ensino médio,130.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",124.8,sim,Não,não,sim,Feminino,não,19,não,0,6,6,6,13.0,0,0,6,8,5,13.4,0,8.9,1.4,3.51,Graduado
Solteiro,2ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,140.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,133.3,sim,Não,não,sim,Feminino,não,19,não,0,7,7,6,11.966666666666669,0,0,7,7,6,11.966666666666669,0,7.6,2.6,0.32,Graduado
Solteiro,2ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,145.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Técnicos e Profissões de Nível Intermediário,141.8,não,Não,não,sim,Feminino,não,19,não,0,8,8,8,13.3475,0,0,8,8,8,13.3475,0,9.4,-0.8,-3.12,Graduado
Solteiro,1ª fase - Entrada geral,3,Medicina Veterinária,Diurno,Ensino médio,133.0,Portugal,Ensino Secundário,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Outra Situação,128.2,não,Não,não,sim,Feminino,não,21,não,0,5,7,5,12.0,0,0,5,7,4,12.5,0,7.6,2.6,0.32,Graduado
Solteiro,2ª fase - Entrada geral,3,Educação básica (pedagogia),Diurno,Ensino médio,133.1,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,115.0,não,Não,não,sim,Feminino,não,18,não,0,6,10,2,10.5,0,0,6,13,0,0.0,0,7.6,2.6,0.32,Desistente
Solteiro,2ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,132.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,123.6,sim,Não,não,sim,Feminino,não,18,não,0,6,9,4,11.5,0,0,6,10,4,10.75,0,7.6,2.6,0.32,Matriculado
Solteiro,1ª fase - Entrada geral,2,Animação e Design Multimédia,Diurno,Ensino médio,117.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Pessoal Administrativo,Trabalhadores Não Qualificados,120.2,sim,Não,não,sim,Masculino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,127.0,Portugal,Ensino Superior - Bacharelado,Ensino Básico 3º Ciclo,Técnicos e Profissões de Nível Intermediário,Trabalhadores Não Qualificados,127.0,sim,Não,não,sim,Masculino,não,18,não,0,6,9,6,13.571428571428571,0,0,6,11,4,14.0,0,12.4,0.5,1.79,Graduado
Solteiro,2ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,134.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos","Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",120.4,sim,Não,não,sim,Masculino,não,18,não,0,6,10,6,14.7,0,0,6,10,6,12.0,0,16.2,0.3,-0.92,Graduado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,120.0,sim,Não,não,não,Masculino,não,25,não,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Desistente
Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,136.0,Portugal,Ensino Superior - Licenciatura,Ensino Superior - Licenciatura,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,120.0,sim,Não,não,sim,Masculino,não,18,não,0,7,8,6,11.833333333333334,0,0,7,8,6,11.833333333333334,0,7.6,2.6,0.32,Matriculado
Solteiro,1ª fase - Entrada geral,3,Animação e Design Multimédia,Diurno,Ensino médio,137.0,Portugal,Ensino Secundário,Ensino Superior - Bacharelado,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Especialistas em Atividades Intelectuais e Científicas,133.9,sim,Não,não,sim,Masculino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduado
Solteiro,1ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,118.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,113.5,sim,Não,não,sim,Masculino,não,18,não,0,7,7,7,13.175714285714289,0,0,8,8,8,14.925,0,12.4,0.5,1.79,Graduado
Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,130.0,Portugal,11º Ano de Escolaridade,11º Ano de Escolaridade,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,126.1,não,Não,não,sim,Masculino,não,24,não,0,6,7,0,0.0,0,0,6,10,0,0.0,0,12.4,0.5,1.79,Desistente
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,124.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,121.2,não,Não,não,sim,Feminino,não,19,não,0,6,12,2,13.0,0,0,6,9,6,10.833333333333334,0,7.6,2.6,0.32,Matriculado
União estável (mora junto),Titulares de outros cursos superiores,1,Enfermagem,Diurno,Ensino superior - licenciatura (1.º ciclo),150.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Pessoal Administrativo,Trabalhadores Não Qualificados,150.0,não,Não,não,sim,Feminino,não,29,não,1,8,11,7,13.742857142857144,0,1,8,11,7,13.742857142857144,0,12.7,3.7,-1.7,Graduado
Solteiro,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino médio,161.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,100.0,sim,Não,não,sim,Feminino,não,27,não,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente
Solteiro,2ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,143.0,Portugal,Ensino Básico 2º Ciclo,Ensino Secundário,Trabalhadores Não Qualificados,Profissões das Forças Armadas,127.3,sim,Não,não,sim,Feminino,não,18,não,0,7,8,7,12.217142857142855,0,0,8,11,7,12.11875,0,11.1,0.6,2.02,Graduado
Casado,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,103.8,não,Não,não,sim,Feminino,não,28,não,14,15,15,14,11.071428571428571,0,12,14,16,12,11.333333333333334,1,9.4,-0.8,-3.12,Desistente
Casado,Maiores de 23 anos,1,Educação básica (pedagogia),Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,131.0,não,Não,não,sim,Feminino,sim,32,não,0,7,10,7,13.428571428571429,0,2,8,8,8,13.25,0,13.9,-0.3,0.79,Graduado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,110.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",133.9,não,Não,não,sim,Feminino,não,30,não,0,5,7,5,11.4,0,0,5,6,5,13.666666666666666,0,10.8,1.4,1.74,Desistente
Solteiro,Titulares de outros cursos superiores,1,Enfermagem,Diurno,Ensino superior – bacharelado,140.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,140.0,não,Não,não,sim,Feminino,não,29,não,0,8,14,4,11.325,1,0,8,14,4,11.325,1,12.7,3.7,-1.7,Desistente
Solteiro,1ª fase - Entrada geral,2,Serviço Social,Diurno,Ensino médio,145.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,121.4,não,Não,não,sim,Feminino,não,20,não,0,6,13,0,0.0,0,0,5,11,0,0.0,0,9.4,-0.8,-3.12,Matriculado
Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,131.0,Portugal,Ensino Secundário,Ensino Secundário,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,122.0,não,Não,não,sim,Feminino,não,19,não,0,8,8,7,15.0,0,0,8,8,7,15.0,0,12.7,3.7,-1.7,Graduado
Solteiro,Maiores de 23 anos,2,Serviço Social (noturno),Noturno,Ensino médio,141.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,150.5,não,Não,não,sim,Feminino,não,29,não,0,6,7,6,13.166666666666666,0,0,6,8,6,15.625,0,12.4,0.5,1.79,Graduado
Casado,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,145.0,Portugal,Ensino básico 1º Ciclo,Desconhecido,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",139.4,não,Não,não,não,Feminino,não,27,não,0,6,12,2,11.0,0,0,6,14,4,10.5,0,9.4,-0.8,-3.12,Desistente
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,122.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores não qualificados na indústria extrativa, construção, manufatura e transporte",Assistentes de preparação de refeições,112.6,não,Não,não,sim,Feminino,não,19,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Desistente
Solteiro,2ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,118.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",115.2,sim,Não,não,sim,Feminino,sim,21,não,0,5,7,3,12.333333333333334,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Desistente
Casado,1ª fase - Entrada geral,1,administração (atendimento noturno),Noturno,Ensino médio,150.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,131.8,não,Não,não,não,Feminino,não,29,não,0,5,6,4,12.25,0,0,5,6,5,10.166666666666666,0,10.8,1.4,1.74,Desistente
Casado,Mudança de curso,1,administração,Diurno,Ensino superior – bacharelado,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,122.8,não,Não,sim,não,Feminino,não,42,não,13,13,13,13,11.923076923076923,0,12,12,12,12,12.5,0,15.5,2.8,-4.06,Desistente
Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,167.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",156.2,não,Não,não,sim,Feminino,sim,18,não,0,6,6,6,14.333333333333334,0,0,6,7,6,14.142857142857142,0,15.5,2.8,-4.06,Graduado
Solteiro,Maiores de 23 anos,1,Medicina Veterinária,Diurno,Ensino médio,150.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,132.0,sim,Não,não,sim,Feminino,não,24,não,0,5,6,5,12.0,0,0,5,5,5,13.0,0,10.8,1.4,1.74,Graduado
Casado,Titulares de outros cursos superiores,1,Enfermagem,Diurno,Ensino superior — licenciatura,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",130.0,não,Não,não,sim,Feminino,não,32,não,0,7,9,7,13.761111111111113,0,1,8,11,7,12.06375,0,15.5,2.8,-4.06,Matriculado
Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,151.0,Portugal,Ensino básico 1º Ciclo,Ensino Secundário,Pessoal Administrativo,Profissões das Forças Armadas,138.4,não,Não,não,sim,Feminino,não,18,não,0,5,6,4,11.25,0,0,5,8,5,11.0,0,10.8,1.4,1.74,Matriculado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,120.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",146.2,não,Não,não,sim,Feminino,não,27,não,0,5,10,3,12.333333333333334,0,0,5,10,3,10.666666666666666,0,11.1,0.6,2.02,Graduado
Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,168.0,Portugal,Ensino Básico 2º Ciclo,Ensino Secundário,Trabalhadores Não Qualificados,Profissões das Forças Armadas,166.0,sim,Não,não,sim,Feminino,não,18,não,0,8,8,8,14.88875,0,0,8,8,8,14.88875,0,9.4,-0.8,-3.12,Graduado
Solteiro,2ª fase - Entrada geral,3,Jornalismo e Comunicação,Diurno,Ensino médio,153.0,Portugal,Desconhecido,Desconhecido,(em branco),(em branco),133.1,sim,Não,sim,sim,Feminino,sim,19,não,0,6,8,6,12.166666666666666,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Desistente
Solteiro,1ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,131.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Profissões das Forças Armadas,121.9,sim,Não,não,sim,Feminino,sim,18,não,0,6,7,6,12.666666666666666,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduado
Solteiro,1ª fase - Entrada especial (Ilha dos Açores),4,Educação básica (pedagogia),Diurno,Ensino médio,116.0,Portugal,Ensino Superior - Bacharelado,Ensino Básico 2º Ciclo,Técnicos e Profissões de Nível Intermediário,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,110.4,sim,Não,não,sim,Feminino,não,21,não,0,6,9,5,12.6,0,0,6,9,3,11.666666666666666,0,9.4,-0.8,-3.12,Matriculado
Solteiro,Maiores de 23 anos,1,administração,Diurno,Ensino médio,160.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,121.4,não,Sim,não,sim,Feminino,sim,26,não,0,5,8,4,13.0,0,0,5,10,4,12.25,2,16.2,0.3,-0.92,Graduado
Solteiro,1ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,152.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,137.0,sim,Não,não,sim,Feminino,sim,22,não,0,6,9,6,13.875,0,0,6,6,6,14.333333333333334,0,9.4,-0.8,-3.12,Graduado
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",Técnicos e Profissões de Nível Intermediário,140.0,não,Não,sim,sim,Masculino,não,37,não,0,5,10,4,10.75,0,0,5,12,3,13.333333333333334,0,9.4,-0.8,-3.12,Desistente
Solteiro,Titulares de outros cursos superiores,1,Medicina Veterinária,Diurno,Ensino superior — licenciatura,150.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Outra Situação,Outra Situação,140.0,não,Não,não,sim,Masculino,não,24,não,3,5,10,3,14.666666666666666,1,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente
Solteiro,3ª fase - Entrada geral,2,Educação básica (pedagogia),Diurno,Ensino médio,168.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Técnicos e Profissões de Nível Intermediário,Trabalhadores Não Qualificados,126.8,sim,Não,não,sim,Masculino,não,18,não,0,6,7,5,12.6,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Matriculado
Solteiro,2ª fase - Entrada geral,3,Enfermagem,Diurno,Ensino médio,137.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Profissões das Forças Armadas,124.8,sim,Não,não,sim,Masculino,sim,19,não,0,7,11,6,12.4125,0,0,8,12,7,11.2625,0,15.5,2.8,-4.06,Graduado
Casado,Maiores de 23 anos,1,Equinicultura,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino Superior - Licenciatura,Ensino Secundário,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,120.0,sim,Não,sim,não,Masculino,não,28,não,0,6,12,1,11.0,0,0,6,9,2,10.5,0,16.2,0.3,-0.92,Desistente
Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,160.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",133.0,sim,Não,não,sim,Masculino,sim,18,não,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,Graduado
Solteiro,1ª fase - Entrada geral,1,Design de Comunicação,Diurno,Ensino médio,145.0,Portugal,Ensino Secundário,Ensino Básico 2º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",127.5,sim,Não,não,sim,Masculino,não,20,não,0,6,6,4,12.0,0,0,6,8,2,11.333333333333334,0,10.8,1.4,1.74,Matriculado
Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,138.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,Pessoal Administrativo,131.7,sim,Não,não,sim,Masculino,não,18,não,0,6,6,6,12.833333333333334,0,0,6,7,6,13.285714285714286,0,15.5,2.8,-4.06,Graduado
Casado,Maiores de 23 anos,1,Jornalismo e Comunicação,Diurno,Ensino médio,100.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,133.0,não,Não,não,sim,Masculino,não,47,não,0,6,8,5,11.4,0,0,6,10,6,11.666666666666666,0,12.7,3.7,-1.7,Desistente
